state,court,name,birth_date,start_date,end_date,mandatory_retirement,chief_justice,chief_term,ticket_party,appointer_name,appointer_party,law_school,source_url,scraped_at
Maine,Maine Supreme Judicial Court,Andrew Mead,1952,"March 22, 2007","March 22, 2028",,False,,,John Baldacci,D,NYLS,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maine,Maine Supreme Judicial Court,Catherine Connors,"January 26, 1959","February 4, 2020","February 3, 2027",,False,,,Janet Mills,D,Northwestern,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maine,Maine Supreme Judicial Court,Rick E. Lawrence,"November 4, 1955","May 4, 2022","May 4, 2029",,False,,,Janet Mills,D,Harvard,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maine,Maine Supreme Judicial Court,Wayne R. Douglas,1951 or 1952,"March 10, 2023","March 10, 2030",,False,,,Janet Mills,D,Maine,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maine,Maine Supreme Judicial Court,Julia M. Lipez,1980,"March 28, 2025","March 28, 2032",,False,,,Janet Mills,D,Stanford,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maine,Maine Supreme Judicial Court,Chris Taub,1967 or 1968,"April 6, 2026","April 6, 2033",,False,,,Janet Mills,D,BU,https://en.wikipedia.org/wiki/Maine_Supreme_Judicial_Court,2026-05-19T20:06:46.950075+00:00
Maryland,Supreme Court of Maryland,Matthew J. Fader,1973,"April 15, 2022",2034,2043,True,,,Larry Hogan,R,Yale,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Shirley M. Watts,1959,"July 31, 2013",2034,2029,False,,,Martin O'Malley,D,Rutgers,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Brynja M. Booth,1972,"April 18, 2019",2030,2042,False,,,Larry Hogan,R,W&L,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Jonathan Biran,1966,"December 16, 2019",2030,2036,False,,,Larry Hogan,R,Stanford,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Steven B. Gould,1966,"September 11, 2021",2032,2036,False,,,Larry Hogan,R,BU,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Angela M. Eaves,1959,"April 12, 2022",2034,2029,False,,,Larry Hogan,R,Texas,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Maryland,Supreme Court of Maryland,Peter Killough,1960,"July 31, 2024",2026,2030,False,,,Wes Moore,D,Virginia,https://en.wikipedia.org/wiki/Maryland_Supreme_Court,2026-05-19T20:06:47.192077+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Kimberly S. Budd,"October 23, 1966","August 24, 2016",,2036,True,,,Charlie Baker,R,Harvard,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Frank Gaziano,"September 8, 1963","August 18, 2016",,2034,False,,,Charlie Baker,R,Suffolk,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Scott L. Kafker,"April 24, 1959","August 21, 2017",,2029,False,,,Charlie Baker,R,Chicago,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Dalila Argaez Wendlandt,October 1969,"December 4, 2020",,2039,False,,,Charlie Baker,R,Stanford,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Serge Georges Jr.,April 1970,"December 16, 2020",,2040,False,,,Charlie Baker,R,Suffolk,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Bessie Dewar,"July 4, 1980","January 16, 2024",,2050,False,,,Maura Healey,D,Yale,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Massachusetts,Massachusetts Supreme Judicial Court,Gabrielle Wolohojian,"December 16, 1960","April 22, 2024",,2030,False,,,Maura Healey,D,Columbia,https://en.wikipedia.org/wiki/Massachusetts_Supreme_Judicial_Court,2026-05-19T20:06:47.413061+00:00
Michigan,Michigan Supreme Court,Megan Cavanagh,"July 17, 1971","January 1, 2019",2026,2042,True,2025–present,Democratic,,,Wayne,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Brian K. Zahra,"January 9, 1960","January 14, 2011",2030,2030,False,,Republican,Rick Snyder,R,Detroit Mercy,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Richard H. Bernstein,"November 9, 1974","January 1, 2015",2030,2046,False,,Democratic,,,Northwestern,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Elizabeth M. Welch,"September 20, 1970","January 1, 2021",2028,2044,False,,Democratic,,,Ohio State,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Kyra Harris Bolden,"July 31, 1988","January 1, 2023",2028,2060,False,,Democratic,Gretchen Whitmer,D,Detroit Mercy,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Kimberly Thomas,1971 or 1972,"January 1, 2025",2032,2048,False,,Democratic,,,Harvard,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Michigan,Michigan Supreme Court,Noah Hood,1986,"May 27, 2025",2026,2060,False,,Democratic,Gretchen Whitmer,D,Harvard,https://en.wikipedia.org/wiki/Michigan_Supreme_Court,2026-05-19T20:06:47.636868+00:00
Minnesota,Minnesota Supreme Court,Natalie Hudson,"January 13, 1957","October 26, 2015","January 6, 2031","January 31, 2027",True,,,Tim Walz,DFL,Minnesota,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Anne McKeig,"February 9, 1967","August 31, 2016","January 6, 2031","February 28, 2037",False,,,Mark Dayton,DFL,Hamline,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Paul Thissen,"December 10, 1966","May 14, 2018","January 4, 2027","December 31, 2036",False,,,Mark Dayton,DFL,Chicago,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Gordon Moore,"April 6, 1963","August 3, 2020","January 1, 2029","April 30, 2033",False,,,Tim Walz,DFL,Iowa,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Karl Procaccini,"February 1, 1983","October 2, 2023","January 6, 2031","February 28, 2053",False,,,Tim Walz,DFL,Harvard,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Sarah Hennesy,1969 or 1970,"May 13, 2024","January 4, 2027",2039 or 2040,False,,,Tim Walz,DFL,Drake,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Minnesota,Minnesota Supreme Court,Theodora Gaïtas,1970 or 1971,"August 1, 2024","January 4, 2027",2040 or 2041,False,,,Tim Walz,DFL,Minnesota,https://en.wikipedia.org/wiki/Minnesota_Supreme_Court,2026-05-19T20:06:47.851264+00:00
Mississippi,Supreme Court of Mississippi,Kenny Griffis,,"February 1, 2019",2028,,False,,,Phil Bryant,R,Mississippi,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,Leslie D. King,,"February 1, 2011",2028,,False,,,Haley Barbour,R,Texas Southern,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,Jenifer Branning,,"January 6, 2025",2032,,False,,,,,MC,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,David M. Ishee,,"September 18, 2017",2028,,False,,,Phil Bryant,R,Mississippi,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,David Sullivan,,"January 6, 2025",2032,,False,,,,,Mississippi,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,Michael K. Randolph,,"April 23, 2004",2028,,True,,,Haley Barbour,R,Mississippi,https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Mississippi,Supreme Court of Mississippi,Josiah D. Coleman,,"January 7, 2013",2028,,False,,,,,MississippiDuke (LLM),https://en.wikipedia.org/wiki/Mississippi_Supreme_Court,2026-05-19T20:06:48.574113+00:00
Missouri,Supreme Court of Missouri,W. Brent Powell,"July 21, 1970","April 25, 2017",2030,2040,True,2025–present,,Eric Greitens,R,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Mary Rhodes Russell,"July 28, 1958","September 20, 2004",2030,2028,False,2013–20152023–2025,,Bob Holden,D,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Zel Fischer,"April 28, 1963","October 15, 2008",2034,2033,False,2017–2019,,Matt Blunt,R,UMKC,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Paul C. Wilson,"May 23, 1961","December 3, 2012",2026,2031,False,2021–2023,,Jay Nixon,D,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Robin Ransom,"July 21, 1967","May 24, 2021",2034,2037,False,,,Mike Parson,R,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Kelly C. Broniec,1971,"September 25, 2023",2036,2041,False,,,Mike Parson,R,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Missouri,Supreme Court of Missouri,Ginger Gooch,1975,"November 1, 2023",2036,2045,False,,,Mike Parson,R,Missouri,https://en.wikipedia.org/wiki/Missouri_Supreme_Court,2026-05-19T20:06:48.801523+00:00
Montana,Montana Supreme Court,Cory Swanson,"November 25, 1976","January 6, 2025",2032,,True,,,,,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,James A. Rice,"November 15, 1957","March 11, 2001",2030,,False,,,Judy Martz,R,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,Beth Baker,"November 29, 1961","January 3, 2011",2026,,False,,,,,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,Laurie McKinnon,"January 4, 1960","January 7, 2013",2028,,False,,,,,Baltimore,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,James Jeremiah Shea,"April 13, 1966","June 2, 2014",2028,,False,,,Steve Bullock,D,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,Ingrid Gustafson,"December 11, 1961","January 1, 2018",2030,,False,,,Steve Bullock,D,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Montana,Montana Supreme Court,Katherine M. Bidegaray,"April 27, 1960","January 2, 2025",2032,,False,,,,,Montana,https://en.wikipedia.org/wiki/Montana_Supreme_Court,2026-05-19T20:06:49.018636+00:00
Nebraska,Nebraska Supreme Court,Jeffrey J. Funke,"April 15, 1969","June 27, 2016",2026,,False,,,Jim Pillen,R,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,William B. Cassel,"September 20, 1955","April 26, 2012",2028,,False,,,Dave Heineman,R,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,Stephanie F. Stacy,"April 23, 1962","September 28, 2015",2030,,False,,,Pete Ricketts,R,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,Jonathan Papik,"January 7, 1982","May 7, 2018",2028,,False,,,Pete Ricketts,R,Harvard,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,John Freudenberg,"November 12, 1969","July 6, 2018",2028,,False,,,Pete Ricketts,R,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,Jason Bergevin,1974,"January 2, 2025",2028,,False,,,Jim Pillen,R,WNEU,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nebraska,Nebraska Supreme Court,Derek Vaughn,,"November 10, 2025",2030,,False,,,Jim Pillen,R,Nebraska,https://en.wikipedia.org/wiki/Nebraska_Supreme_Court,2026-05-19T20:06:49.257185+00:00
Nevada,Supreme Court of Nevada,Douglas W. Herndon,"May 29, 1964","January 4, 2021",2026,,True,2025–present,,,,W&L,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Ron Parraguirre,"July 8, 1959","January 3, 2005",2028,,False,2022–20232016–20172010–2011,,,,USD,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Kristina Pickering,"October 7, 1952","January 5, 2009",2026,,False,2020–20212013,,,,UC Davis,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Lidia S. Stiglich,"November 12, 1969","December 5, 2016",2030,,False,2023–2024,,Brian Sandoval,R,UC Hastings,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Elissa F. Cadish,"August 8, 1964","January 7, 2019",2030,,False,2024–2025,,,,UVA,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Patricia Lee,"August 19, 1975","November 21, 2022",2030,,False,,,Steve Sisolak,D,GWU,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
Nevada,Supreme Court of Nevada,Linda M. Bell,"December 23, 1967","January 2, 2023",2028,,False,,,,,USD,https://en.wikipedia.org/wiki/Nevada_Supreme_Court,2026-05-19T20:06:49.474498+00:00
New Hampshire,New Hampshire Supreme Court,Gordon J. MacDonald,"November 27, 1961","March 4, 2021",,"November 27, 2031",True,,,Chris Sununu,R,Cornell,https://en.wikipedia.org/wiki/New_Hampshire_Supreme_Court,2026-05-19T20:06:49.711255+00:00
New Hampshire,New Hampshire Supreme Court,Patrick E. Donovan,"May 8, 1964","May 8, 2018",,"May 8, 2034",False,,,Chris Sununu,R,Boston College,https://en.wikipedia.org/wiki/New_Hampshire_Supreme_Court,2026-05-19T20:06:49.711255+00:00
New Hampshire,New Hampshire Supreme Court,Melissa Beth Countway,1970 or 1971,"January 2, 2024",,2040/2041,False,,,Chris Sununu,R,UNC,https://en.wikipedia.org/wiki/New_Hampshire_Supreme_Court,2026-05-19T20:06:49.711255+00:00
New Hampshire,New Hampshire Supreme Court,Bryan Gould,1958 or 1959,"September 18, 2025",,2028/2029,False,,,Kelly Ayotte,R,Utah,https://en.wikipedia.org/wiki/New_Hampshire_Supreme_Court,2026-05-19T20:06:49.711255+00:00
New Hampshire,New Hampshire Supreme Court,Daniel Will,1966 or 1967,"March 4, 2026",,2036/2037,False,,,Kelly Ayotte,R,Boston College,https://en.wikipedia.org/wiki/New_Hampshire_Supreme_Court,2026-05-19T20:06:49.711255+00:00
New Jersey,Supreme Court of New Jersey,Stuart Rabner,"June 30, 1960","June 29, 2007",,"June 30, 2030",True,,Democratic,Jon Corzine,D,Harvard,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,Anne M. Patterson,"April 15, 1959","September 1, 2011",,"April 15, 2029",False,,Republican,Chris Christie,R,Cornell,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,Fabiana Pierre-Louis,"September 9, 1980","September 1, 2020","September 1, 2027","September 9, 2050",False,,Democratic,Phil Murphy,D,Rutgers-Camden,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,Rachel Wainer Apter,"July 22, 1980","October 21, 2022","October 21, 2029","July 22, 2050",False,,Democratic,Phil Murphy,D,Harvard,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,Douglas M. Fasciale,"November 5, 1960","October 21, 2022","October 21, 2029","November 5, 2030",False,,Republican,Phil Murphy,D,Seton Hall,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,Michael Noriega,"March 27, 1978","July 6, 2023","July 6, 2030","March 27, 2048",False,,Democratic,Phil Murphy,D,Seton Hall,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Jersey,Supreme Court of New Jersey,John Jay Hoffman,"August 23, 1965","October 2, 2024","October 2, 2031","August 23, 2035",False,,Independent,Phil Murphy,D,Duke,https://en.wikipedia.org/wiki/New_Jersey_Supreme_Court,2026-05-19T20:06:49.957390+00:00
New Mexico,New Mexico Supreme Court,Julie J. Vargas,1968 or 1969,"January 25, 2021",2028,,True,2026–present,Democratic,Michelle Lujan Grisham,D,UNM,https://en.wikipedia.org/wiki/New_Mexico_Supreme_Court,2026-05-19T20:06:50.210057+00:00
New Mexico,New Mexico Supreme Court,Michael E. Vigil,"May 23, 1951","December 31, 2018",2030,,False,2020–2022,Democratic,,,Georgetown,https://en.wikipedia.org/wiki/New_Mexico_Supreme_Court,2026-05-19T20:06:50.210057+00:00
New Mexico,New Mexico Supreme Court,C. Shannon Bacon,"May 29, 1971","February 4, 2019",2026,,False,2022–2024,Democratic,Michelle Lujan Grisham,D,Creighton,https://en.wikipedia.org/wiki/New_Mexico_Supreme_Court,2026-05-19T20:06:50.210057+00:00
New Mexico,New Mexico Supreme Court,David K. Thomson,1968 or 1969,"February 4, 2019",2026,,False,2024–2026,Democratic,Michelle Lujan Grisham,D,Denver,https://en.wikipedia.org/wiki/New_Mexico_Supreme_Court,2026-05-19T20:06:50.210057+00:00
New Mexico,New Mexico Supreme Court,Briana Zamora,"March 23, 1974","August 9, 2021",2032,,False,,Democratic,Michelle Lujan Grisham,D,UNM,https://en.wikipedia.org/wiki/New_Mexico_Supreme_Court,2026-05-19T20:06:50.210057+00:00
New York,New York Court of Appeals,Rowan D. Wilson Chief Judge,"September 3, 1960","February 6, 2017","December 31, 2030","December 31, 2030",False,,,Kathy Hochul,D,Harvard,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Jenny Rivera,"December 8, 1960","February 11, 2013","February 10, 2027","December 31, 2030",False,,,Andrew Cuomo,D,NYU,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Michael J. Garcia,"October 8, 1961","February 8, 2016","February 7, 2030","December 31, 2031",False,,,Andrew Cuomo,D,Albany,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Madeline Singas,"June 6, 1966","June 8, 2021","June 7, 2035","December 31, 2036",False,,,Andrew Cuomo,D,Fordham,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Anthony Cannataro,"July 3, 1965","June 8, 2021","June 7, 2035","December 31, 2035",False,,,Andrew Cuomo,D,NYLS,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Shirley Troutman,"September 15, 1959","January 12, 2022","December 31, 2029","December 31, 2029",False,,,Kathy Hochul,D,Albany,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
New York,New York Court of Appeals,Caitlin Halligan,"December 14, 1966","April 19, 2023","December 31, 2036","December 31, 2036",False,,,Kathy Hochul,D,Georgetown,https://en.wikipedia.org/wiki/New_York_Court_of_Appeals,2026-05-19T20:06:50.427279+00:00
North Carolina,North Carolina Supreme Court,Paul Martin Newby,"May 5, 1955","November 29, 2004",2028,"May 31, 2031",True,,Republican,,,North Carolina,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Anita Earls,"February 20, 1960","January 1, 2019",2026,"February 29, 2036",False,,Democratic,,,Yale,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Phil Berger Jr.,"March 26, 1972","January 1, 2021",2028,"March 31, 2048",False,,Republican,,,Wake Forest,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Tamara P. Barringer,"December 1, 1958","January 1, 2021",2028,"December 31, 2034",False,,Republican,,,North Carolina,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Richard Dietz,"February 1, 1977","January 1, 2023",2030,"February 28, 2053",False,,Republican,,,Wake Forest,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Trey Allen,"November 20, 1974","January 1, 2023",2030,"November 30, 2050",False,,Republican,,,North Carolina,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Carolina,North Carolina Supreme Court,Allison Riggs,"May 8, 1981","September 13, 2023",2032,"May 31, 2057",False,,Democratic,,,Florida,https://en.wikipedia.org/wiki/North_Carolina_Supreme_Court,2026-05-19T20:06:50.649917+00:00
North Dakota,North Dakota Supreme Court,Lisa McEvers,1962,"January 1, 2014",2028,,True,2026–present,,Jack Dalrymple,R,UND,https://en.wikipedia.org/wiki/North_Dakota_Supreme_Court,2026-05-19T20:06:50.879823+00:00
North Dakota,North Dakota Supreme Court,Jerod Tufte,"April 9, 1975","January 1, 2017",2026,,False,,,,,ASU,https://en.wikipedia.org/wiki/North_Dakota_Supreme_Court,2026-05-19T20:06:50.879823+00:00
North Dakota,North Dakota Supreme Court,Jon Jensen,1965,"August 15, 2017",2030,,False,2020–2026,,Doug Burgum,R,UND,https://en.wikipedia.org/wiki/North_Dakota_Supreme_Court,2026-05-19T20:06:50.879823+00:00
North Dakota,North Dakota Supreme Court,Douglas Bahr,1960 or 1961,"February 1, 2023",2026,,False,,,Doug Burgum,R,USD,https://en.wikipedia.org/wiki/North_Dakota_Supreme_Court,2026-05-19T20:06:50.879823+00:00
North Dakota,North Dakota Supreme Court,Mark Friese,1969,"March 9, 2026",2028,,False,,,Kelly Armstrong,R,UND,https://en.wikipedia.org/wiki/North_Dakota_Supreme_Court,2026-05-19T20:06:50.879823+00:00
Ohio,Supreme Court of Ohio,Sharon L. Kennedy,"March 15, 1962","December 7, 2012","December 31, 2028",2034,True,,Republican,,,Cincinnati,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Patrick F. Fischer,"December 30, 1957","January 1, 2017","December 31, 2028",2028,False,,Republican,,,Harvard,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Pat DeWine,"February 22, 1968","January 2, 2017","January 1, 2029",2040,False,,Republican,,,Michigan,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Jennifer Brunner,"February 5, 1957","January 2, 2021","January 1, 2027",2032,False,,Democratic,,,Capital,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Joe Deters,"April 4, 1957","January 7, 2023","January 1, 2031",2030,False,,Republican,,,Cincinnati,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Daniel R. Hawkins,1975,"December 10, 2024","December 31, 2026",2050,False,,Republican,,,Ohio State,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Ohio,Supreme Court of Ohio,Megan E. Shanahan,1972,"January 1, 2025","December 31, 2030",2042,False,,Republican,,,Cincinnati,https://en.wikipedia.org/wiki/Ohio_Supreme_Court,2026-05-19T20:06:51.115551+00:00
Oklahoma,Oklahoma Supreme Court,Dustin Rowe,"September 23, 1975","November 20, 2019",2028,,True,2025–present,,Kevin Stitt,R,Oklahoma,https://en.wikipedia.org/wiki/Oklahoma_Supreme_Court,2026-05-19T20:06:51.345556+00:00
Oklahoma,Oklahoma Supreme Court,James R. Winchester,"March 23, 1952","January 4, 2000",2028,,False,2007–2008,,Frank Keating,R,Oklahoma City,https://en.wikipedia.org/wiki/Oklahoma_Supreme_Court,2026-05-19T20:06:51.345556+00:00
Oklahoma,Oklahoma Supreme Court,James E. Edmondson,"March 7, 1945","December 3, 2003",2030,,False,2009–2010,,Brad Henry,D,Georgetown,https://en.wikipedia.org/wiki/Oklahoma_Supreme_Court,2026-05-19T20:06:51.345556+00:00
